,id,lonlat,tags.power,tags.operator,tags.substation,tags.designation,tags.barrier,tags.addr:city,Type,tags.voltage,tags.name,tags.location,tags.area,tags.branch,tags.rating,tags.frequency,tags.source,tags.building,tags.building:levels,tags.name:ar,tags.note,tags.fixme,tags.name:fr,tags.phases,tags.man_made,tags.street_cabinet,tags.operator:ar,tags.operator:fr,tags.operator:wikidata,tags.operator:wikipedia,tags.wall,tags.height,tags.name:en,tags.building:colour,tags.level,tags.ref,tags.brand,tags.addr:city:ar,tags.substance,tags.gas_insulated,tags.landuse,tags.addr:postcode,tags.addr:suburb,tags.transformer,tags.brand:ar,tags.brand:wikidata,tags.brand:wikipedia,tags.sub,Country,tags.access,tags.disused,tags.addr:street,tags.name:de,tags.name:es,tags.name:it,tags.name:ja,tags.name:nl,tags.name:pl,tags.name:pt,tags.name:ru,tags.name:zh-Hans,tags.name:zh-Hant,tags.alt_name,tags.fence_type,tags.short_name,tags.opening_hours,tags.amenity,tags.project:eurosha_2012,tags.source:date,tags.source_date,tags.building:material,tags.building:condition,tags.proposed,tags.wikidata,tags.wikipedia,tags.generator:output:electricity,tags.roof:shape,tags.description,tags.website,tags.start_date,tags.image,tags.wb_pb:id,tags.wheelchair,tags.is_in:village,tags.operator_type,tags.notes,tags.owner,tags.address,tags.voltage:primary,tags.voltage:secondary,tags.generator:source,tags.operator:website,tags.operator:wikipedia:ar,tags.FIXME,tags.construction,tags.source:voltage,tags.historic,tags.building:prefabricated,tags.surface,tags.emergency_phone,tags.addr:housenumber,tags.phone,tags.source:power,tags.operator:type,tags.industrial,tags.cables,tags.key
2619,281947489.0,[-7.62722186 33.12637327],substation,,distribution,,,,Way,60000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,292811838.0,[-5.45895572 35.80896723],substation,,transmission,,,,Way,60000,poste 60/22 kV de Taghramt,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,591932584.0,[-5.61112358 31.45673706],substation,,transmission,,,,Way,225000;60000,Poste 225/60 kV Tinghir,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,131892127.0,[-6.86203381 33.86268185],substation,,transmission,,,,Way,225000;60000,poste 225/60/22 kV Zaer,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,215849166.0,[-1.98126088 34.64668622],substation,,distribution,,,,Way,60000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,285708473.0,[-6.89410284 31.80209872],substation,,transmission,,,,Way,225000,Poste Hassan 1,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,143752299.0,[-2.37196371 34.585379  ],substation,,transmission,,,,Way,400000;225000,poste de Bourdim 400/225kv,outdoor,,,,,,,,,,"name,operator",,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,131992905.0,[-7.72581321 32.61571684],substation,,transmission,,,,Way,225000,Poste 225/60 KV Chiker,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,248766689.0,[-2.52279569 32.21644754],substation,,transmission,,,,Way,60000,poste 60/22 Kv de Ain Chair,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,290047145.0,[-7.98059694 29.78284854],substation,,distribution,,wall,,Way,60000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,690063702.0,[-7.64610183 33.4346316 ],substation,,distribution,,,,Way,225000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,143685412.0,[-5.12765001 34.0159385 ],substation,,transmission,,,,Way,225000,poste 225/60 KV de Douyet,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,292084388.0,[-7.23715752 33.01760134],substation,,distribution,,,,Way,60000,Poste 60/22 KV Ben Ahmed,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661,284530657.0,[-5.77775802 35.7664982 ],substation,,distribution,,,,Way,60000,Poste Source Tanjah El Balia,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,182345278.0,[-9.45503969 30.39892351],substation,,transmission,,wall,,Way,225000,Poste 225/60 KV Agadir,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670,164250497.0,[-4.01319453 34.23488198],substation,,transmission,,,,Way,60000,poste 60/22 kV Taza I,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,181376851.0,[-4.12187536 35.02628604],substation,,distribution,,,,Way,60000,poste 60/22 kv Bni Hdifa,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,131902940.0,[-7.50005486 33.54223096],substation,,transmission,,,,Way,225000,poste 225/60/22 kv de Tit Mellil,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,131947753.0,[-7.52530598 33.56268738],substation,,transmission,,fence,,Way,225000,poste 60/20 kv Sidi Othmane,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,834066918.0,[-11.33793382  28.46925238],substation,,transmission,,,,Way,225000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687,215601902.0,[-3.87170887 34.675214  ],substation,,distribution,,,,Way,60000,poste 60/22 kV d'Aknoul,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696,749743475.0,[-9.71763807 31.49288346],substation,,transmission,,,,Way,225000,poste 225/60 kV d'Essaouira,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,131545712.0,[-5.8010794  35.73297404],substation,,transmission,,,,Way,225000;60000,Poste Source Aouama,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,97706499.0,[-8.71654063 31.56356004],substation,,transmission,,,,Way,225000,poste 225/60/22 KV de Chichaoua,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,272435067.0,[-7.6264526  32.96449462],substation,,distribution,,,,Way,60000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,313730157.0,[-6.9401547  32.75314742],substation,OCP,transmission,,,,Way,225000,poste 225/60 kV Oulad Fares,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,901986303.0,[-8.6696418  32.61538954],substation,,,,,,Way,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,323814593.0,[-9.71519273 29.69259837],substation,,transmission,,wall,,Way,225000,poste 60/22 Kv de Tiznit,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,175607616.0,[-12.39276143  26.53830651],substation,,distribution,,,,Way,60000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,258203164.0,[-5.99160594 34.66363353],substation,,distribution,,,,Way,60000,poste 60/20 kv Souk Arba Du Gharb,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,207213761.0,[-5.79138852 35.74853764],substation,,distribution,,,,Way,60000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,320483882.0,[-8.97520279 32.26715753],substation,,transmission,,,,Way,225000,Poste 225/60/22kv de Sidi Bouguedra,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,280365436.0,[-1.91707261 34.70553691],substation,,transmission,,,,Way,225000,Poste 225 KV Oujda,outdoor,,,,,,,,,,"name,operator",,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,163508113.0,[-4.94813251 33.9747862 ],substation,,distribution,,,,Way,60000,poste Saiss,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,556442569.0,[-12.98979914  27.21403694],substation,,transmission,,,,Way,400000;225000,Poste 400/225 kV Laayoune II,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,216888489.0,[-6.53332567 32.20810129],substation,,transmission,,,,Way,225000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,750562780.0,[-2.2360629 34.3119644],substation,,,,,,Way,60000,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,131946012.0,[-7.40043456 33.45356764],substation,,transmission,,,,Way,400000;225000,Poste 400/225kV Mediouna,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,295247423.0,[-8.6696625  32.61547016],substation,,distribution,,,,Way,60000,poste source 60/22kV de Zemamra,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,216650144.0,[-3.02085646 32.0379297 ],substation,,transmission,,,,Way,60000,poste 60/22 Kv de Bouanane,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,216882981.0,[-4.05312245 33.0417518 ],substation,,distribution,,,,Way,60000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,167920552.0,[-5.59571527 34.09792752],substation,,transmission,,,,Way,400000;225000,Poste 400/225kV de Oualili,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,547146060.0,[-10.97373028  28.48504365],substation,,transmission,,,,Way,400000,Poste 400 kV Tantan II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,93147473.0,[-5.66097142 35.6469314 ],substation,,transmission,,,,Way,400000;225000,Poste 400/225kV de Melloussa,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,323783889.0,[-5.9394065 35.0115074],substation,,distribution,,,,Way,60000,poste Ksar Kebir,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,284688382.0,[-6.21265248 34.8442389 ],substation,,distribution,,,,Way,60000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,288623349.0,[-4.66768338 33.90404978],substation,,distribution,,,,Way,60000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,306648910.0,[-2.09447568 34.00754375],substation,,,,wall,,Way,60000,poste d’Ain Béni Mathar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,218996558.0,[-4.55021427 34.91848465],substation,,distribution,,,,Way,60000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,208002693.0,[-7.9546059  32.20714916],substation,,transmission,,wall,,Way,225000,poste 225/60/22kv de Benguerir,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,218739270.0,[-6.79749669 30.98352974],substation,,transmission,,fence,,Way,225000,Poste 225/60 kV Ouarzazate,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,131995388.0,[-8.40146288 32.6510613 ],substation,,transmission,,,,Way,60000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,467276407.0,[-9.31984042 30.41432924],substation,,transmission,,,,Way,400000;225000,Poste 400/225 kV Agadir II,outdoor,,,,,,,,,,,,,,,,,,,,,Agadir II substation,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,547362599.0,[-5.8007479  35.69363082],substation,,traction,,,,Way,225000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,249897127.0,[-5.61369524 35.83091844],substation,,transmission,,,,Way,400000,poste 400 kV Ferdioua,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,166090341.0,[-3.86903884 35.12524082],substation,,transmission,,,,Way,225000;60000,Poste 225/60/22 kV Imzouren,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,167908818.0,[-6.04733099 35.03985309],substation,,transmission,,,,Way,225000,poste 225/60/22 kV Loukkos,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,290606677.0,[-5.7773867 35.7669492],substation,,distribution,,,,Way,60000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,200906153.0,[-7.34415586 31.69668412],substation,,transmission,,,,Way,225000;60000,Poste 225/60 kV Tazart,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,108482559.0,[-7.6389166  32.47744464],substation,,transmission,,,,Way,225000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,750942736.0,[-6.6967224 32.696398 ],substation,,,,,,Way,60000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,287373207.0,[-1.8697641 34.6557281],substation,,distribution,,,,Way,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,167406532.0,[-2.94633016 35.07324854],substation,,transmission,,,,Way,225000,Poste 225/60 kV Selouane,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,144011974.0,[-9.6660575  29.70397996],substation,,transmission,,,,Way,225000,Poste Tiznit II,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,131591106.0,[-7.69601676 33.5500057 ],substation,,transmission,,fence,,Way,225000,poste 225/22 kV de Dar Boauzza,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,251679143.0,[-6.13655356 32.57070756],substation,,transmission,,,,Way,225000,poste Cimat,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,277795224.0,[-7.78938067 33.3646488 ],substation,,distribution,,,,Way,60000,oste O.N.C.F. Laassilate,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,215403934.0,[-8.7681811  32.04043052],substation,,transmission,,,,Way,225000,Poste 400/225kV Chemaia,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,292084386.0,[-7.10120232 32.84547507],substation,,distribution,,,,Way,60000,Poste 60/22 KV Mrizigue,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,281839514.0,[-5.62693408 34.01257076],substation,,distribution,,,,Way,60000,poste 60/22 kV Ain Karma,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,230754063.0,[-6.00300592 35.05886736],substation,,distribution,,,,Way,60000,poste Regraga,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,750942737.0,[-6.74116992 32.7484565 ],substation,,,,,,Way,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,143628748.0,[-7.61759804 33.54124252],substation,,transmission,,fence,,Way,225000,poste 225/22 kV de Oulad Haddou,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,293558278.0,[-5.56035625 34.81183795],substation,,distribution,,,,Way,60000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,131891079.0,[-6.70896242 33.91835683],substation,,transmission,,,,Way,225000;60000,poste 225/60 kV Shoul,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,207991977.0,[-7.42878905 33.63451639],substation,,transmission,,,,Way,225000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,207997682.0,[-6.58337548 32.22245984],substation,,transmission,,,,Way,225000;150000,poste 225/150/60kv Tizgui,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,143681023.0,[-13.16976993  27.18209932],substation,,transmission,,wall,,Way,225000;60000,Poste Layoune 1,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,131408509.0,[-8.5110033  33.10042299],substation,,transmission,,fence,,Way,225000,poste Ghanem,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,751012526.0,[-9.67834336 30.54577292],substation,,,,,,Way,60000,poste source 60/22 KV de Taghazout,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,143767119.0,[-3.95850424 34.26889532],substation,,transmission,,,,Way,225000;60000,poste 225/60 KV Taza II,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,288623348.0,[-4.79688942 33.82066162],substation,,distribution,,,,Way,60000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,205145918.0,[-5.2383558  33.46055901],substation,,transmission,,,,Way,60000,Poste 60 Kv Azrou,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,545548825.0,[-5.72260262 34.23582208],substation,,traction,,,,Way,60000,poste de Sidi Kacem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,271552210.0,[-9.00830074 30.37030494],substation,,distribution,,,,Way,60000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
